Date,Time,Prec
4/8/2013,13:00,0
4/8/2013,19:00,0
4/9/2013,1:00,0
4/9/2013,7:00,0.72
4/9/2013,13:00,0
4/9/2013,19:00,0
4/10/2013,1:00,0.02
4/10/2013,7:00,0
4/10/2013,13:00,0
4/10/2013,19:00,0.05
4/11/2013,1:00,0
4/11/2013,7:00,0
4/11/2013,13:00,0
4/11/2013,19:00,0
4/12/2013,1:00,0
4/12/2013,7:00,0
4/12/2013,13:00,1.13
4/12/2013,19:00,0.18
4/13/2013,1:00,0.5
4/13/2013,7:00,0
4/13/2013,13:00,0
4/13/2013,19:00,0
4/14/2013,1:00,0.05
4/14/2013,7:00,0
4/14/2013,13:00,0
4/14/2013,19:00,0
4/15/2013,1:00,0
4/15/2013,7:00,0.1
4/15/2013,13:00,0.13
4/15/2013,19:00,0
4/16/2013,1:00,0
4/16/2013,7:00,0
4/16/2013,13:00,0.06
4/16/2013,19:00,0
4/17/2013,1:00,0
4/17/2013,7:00,0
4/17/2013,13:00,0
4/17/2013,19:00,0.03
4/18/2013,1:00,0.03
4/18/2013,7:00,0.04
4/18/2013,13:00,0.22
4/18/2013,19:00,0.06
4/19/2013,1:00,0
4/19/2013,7:00,0.01
4/19/2013,13:00,0.09
4/19/2013,19:00,0.09
4/20/2013,1:00,9.67
4/20/2013,7:00,0.01
4/20/2013,13:00,0
4/20/2013,19:00,0
4/21/2013,1:00,0
4/21/2013,7:00,0
4/21/2013,13:00,0
4/21/2013,19:00,0
4/22/2013,1:00,0
4/22/2013,7:00,0
4/22/2013,13:00,0
4/22/2013,19:00,0
4/23/2013,1:00,0.01
4/23/2013,7:00,0.01
4/23/2013,13:00,0.01
4/23/2013,19:00,0
4/24/2013,1:00,0
4/24/2013,7:00,0
4/24/2013,13:00,0.07
4/24/2013,19:00,0
4/25/2013,1:00,0.12
4/25/2013,7:00,0
4/25/2013,13:00,0
4/25/2013,19:00,0
4/26/2013,1:00,0
4/26/2013,7:00,0
4/26/2013,13:00,0
4/26/2013,19:00,0
4/27/2013,1:00,0
4/27/2013,7:00,0
4/27/2013,13:00,0
4/27/2013,19:00,0
4/28/2013,1:00,0
4/28/2013,7:00,0
4/28/2013,13:00,0
4/28/2013,19:00,0.08
4/29/2013,1:00,0.08
4/29/2013,7:00,0.15
4/29/2013,13:00,1.01
4/29/2013,19:00,0.42
4/30/2013,1:00,0.13
4/30/2013,7:00,0.15
4/30/2013,13:00,0.17
4/30/2013,19:00,0.09
5/1/2013,1:00,0
5/1/2013,7:00,0
5/1/2013,13:00,0
5/1/2013,19:00,0
5/2/2013,1:00,0
5/2/2013,7:00,0.05
5/2/2013,13:00,0.03
5/2/2013,19:00,0
5/3/2013,1:00,0
5/3/2013,7:00,0
5/3/2013,13:00,0
5/3/2013,19:00,0
5/4/2013,1:00,0
5/4/2013,7:00,0
5/4/2013,13:00,0.03
5/4/2013,19:00,0
5/5/2013,1:00,0
5/5/2013,7:00,0
5/5/2013,13:00,0.03
5/5/2013,19:00,0
5/6/2013,1:00,0
5/6/2013,7:00,0.03
5/6/2013,13:00,0.12
5/6/2013,19:00,0.07
5/7/2013,1:00,0
5/7/2013,7:00,0.06
5/7/2013,13:00,1.93
5/7/2013,19:00,1.19
5/8/2013,1:00,0.77
5/8/2013,7:00,0.11
5/8/2013,13:00,0.06
5/8/2013,19:00,0.74
5/9/2013,1:00,0.4
5/9/2013,7:00,0.01
5/9/2013,13:00,0.04
5/9/2013,19:00,0.15
5/10/2013,1:00,0
5/10/2013,7:00,0
5/10/2013,13:00,0
5/10/2013,19:00,0
5/11/2013,1:00,0
5/11/2013,7:00,0.48
5/11/2013,13:00,0.01
5/11/2013,19:00,1.89
5/12/2013,1:00,0.11
5/12/2013,7:00,0
5/12/2013,13:00,0
5/12/2013,19:00,0
5/13/2013,1:00,0
5/13/2013,7:00,0
5/13/2013,13:00,0
5/13/2013,19:00,0
5/14/2013,1:00,0
5/14/2013,7:00,0
5/14/2013,13:00,0
5/14/2013,19:00,0
5/15/2013,1:00,0
5/15/2013,7:00,0
5/15/2013,13:00,0
5/15/2013,19:00,0
5/16/2013,1:00,0
5/16/2013,7:00,0
5/16/2013,13:00,0
5/16/2013,19:00,0
5/17/2013,1:00,0
5/17/2013,7:00,0
5/17/2013,13:00,0
5/17/2013,19:00,0
5/18/2013,1:00,0
5/18/2013,7:00,0
5/18/2013,13:00,0
5/18/2013,19:00,0.07
5/19/2013,1:00,0.04
5/19/2013,7:00,0.12
5/19/2013,13:00,0.24
5/19/2013,19:00,0.01
5/20/2013,1:00,0.03
5/20/2013,7:00,0.27
5/20/2013,13:00,0
5/20/2013,19:00,2.78
5/21/2013,1:00,0.01
5/21/2013,7:00,0.02
5/21/2013,13:00,0.06
5/21/2013,19:00,0
5/22/2013,1:00,0
5/22/2013,7:00,0
5/22/2013,13:00,0
5/22/2013,19:00,0
5/23/2013,1:00,0.03
5/23/2013,7:00,0
5/23/2013,13:00,0
5/23/2013,19:00,2.92
5/24/2013,1:00,0.39
5/24/2013,7:00,0
5/24/2013,13:00,0.72
5/24/2013,19:00,0
5/25/2013,1:00,0
5/25/2013,7:00,0
5/25/2013,13:00,0
5/25/2013,19:00,0
5/26/2013,1:00,0
5/26/2013,7:00,0
5/26/2013,13:00,0
5/26/2013,19:00,0
5/27/2013,1:00,0
5/27/2013,7:00,0
5/27/2013,13:00,0
5/27/2013,19:00,0
5/28/2013,1:00,0
5/28/2013,7:00,0
5/28/2013,13:00,0.24
5/28/2013,19:00,0
5/29/2013,1:00,0.03
5/29/2013,7:00,0
5/29/2013,13:00,0
5/29/2013,19:00,0
5/30/2013,1:00,0
5/30/2013,7:00,0
5/30/2013,13:00,0
5/30/2013,19:00,0
5/31/2013,1:00,0
5/31/2013,7:00,0
5/31/2013,13:00,0
5/31/2013,19:00,0
6/1/2013,1:00,0
6/1/2013,7:00,0
6/1/2013,13:00,0
6/1/2013,19:00,0
6/2/2013,1:00,0
6/2/2013,7:00,0
6/2/2013,13:00,0
6/2/2013,19:00,0.01
6/3/2013,1:00,0.08
6/3/2013,7:00,1.95
6/3/2013,13:00,0.25
6/3/2013,19:00,0.79
6/4/2013,1:00,0.01
6/4/2013,7:00,0
6/4/2013,13:00,0
6/4/2013,19:00,0
6/5/2013,1:00,0
6/5/2013,7:00,0
6/5/2013,13:00,0
6/5/2013,19:00,0
6/6/2013,1:00,0
6/6/2013,7:00,0
6/6/2013,13:00,0
6/6/2013,19:00,0.52
6/7/2013,1:00,2.76
6/7/2013,7:00,0.71
6/7/2013,13:00,1.58
6/7/2013,19:00,1.01
6/8/2013,1:00,2.91
6/8/2013,7:00,0
6/8/2013,13:00,0
6/8/2013,19:00,0
6/9/2013,1:00,0
6/9/2013,7:00,0
6/9/2013,13:00,0
6/9/2013,19:00,0
6/10/2013,1:00,0.06
6/10/2013,7:00,0.37
6/10/2013,13:00,0.63
6/10/2013,19:00,3.39
6/11/2013,1:00,0.04
6/11/2013,7:00,0
6/11/2013,13:00,0
6/11/2013,19:00,0.29
6/12/2013,1:00,0
6/12/2013,7:00,0
6/12/2013,13:00,0
6/12/2013,19:00,0.01
6/13/2013,1:00,0
6/13/2013,7:00,0
6/13/2013,13:00,0
6/13/2013,19:00,0
6/14/2013,1:00,0
6/14/2013,7:00,0.04
6/14/2013,13:00,0
6/14/2013,19:00,0.05
6/15/2013,1:00,0
6/15/2013,7:00,0
6/15/2013,13:00,0
6/15/2013,19:00,0
6/16/2013,1:00,0
6/16/2013,7:00,0
6/16/2013,13:00,0
6/16/2013,19:00,0
6/17/2013,1:00,0
6/17/2013,7:00,0
6/17/2013,13:00,0
6/17/2013,19:00,0.95
6/18/2013,1:00,0
6/18/2013,7:00,0
6/18/2013,13:00,0.07
6/18/2013,19:00,1.19
6/19/2013,1:00,0
6/19/2013,7:00,0.1
6/19/2013,13:00,0
6/19/2013,19:00,0
6/20/2013,1:00,0
6/20/2013,7:00,0
6/20/2013,13:00,0
6/20/2013,19:00,0
6/21/2013,1:00,0
6/21/2013,7:00,0
6/21/2013,13:00,0
6/21/2013,19:00,0
6/22/2013,1:00,0
6/22/2013,7:00,0
6/22/2013,13:00,0
6/22/2013,19:00,0
6/23/2013,1:00,0
6/23/2013,7:00,0
6/23/2013,13:00,0.82
6/23/2013,19:00,1.24
6/24/2013,1:00,0
6/24/2013,7:00,0
6/24/2013,13:00,0
6/24/2013,19:00,0
6/25/2013,1:00,0
6/25/2013,7:00,0
6/25/2013,13:00,0
6/25/2013,19:00,0
6/26/2013,1:00,0
6/26/2013,7:00,0
6/26/2013,13:00,0
6/26/2013,19:00,0
6/27/2013,1:00,0.41
6/27/2013,7:00,0
6/27/2013,13:00,0
6/27/2013,19:00,0.66
6/28/2013,1:00,0
6/28/2013,7:00,0
6/28/2013,13:00,0
6/28/2013,19:00,0.5
6/29/2013,1:00,0
6/29/2013,7:00,0
6/29/2013,13:00,0
6/29/2013,19:00,0
6/30/2013,1:00,0.06
6/30/2013,7:00,0
6/30/2013,13:00,0
6/30/2013,19:00,0.64
7/1/2013,1:00,0
7/1/2013,7:00,0.01
7/1/2013,13:00,0.23
7/1/2013,19:00,1.84
7/2/2013,1:00,0.28
7/2/2013,7:00,0.4
7/2/2013,13:00,0.41
7/2/2013,19:00,0.09
7/3/2013,1:00,0
7/3/2013,7:00,0
7/3/2013,13:00,0.15
7/3/2013,19:00,1.47
7/4/2013,1:00,0
7/4/2013,7:00,0
7/4/2013,13:00,0
7/4/2013,19:00,0
7/5/2013,1:00,0
7/5/2013,7:00,0
7/5/2013,13:00,0
7/5/2013,19:00,0
7/6/2013,1:00,0
7/6/2013,7:00,0
7/6/2013,13:00,0
7/6/2013,19:00,0
7/7/2013,1:00,0
7/7/2013,7:00,0
7/7/2013,13:00,0
7/7/2013,19:00,0
7/8/2013,1:00,0.06
7/8/2013,7:00,0.05
7/8/2013,13:00,0
7/8/2013,19:00,0.07
7/9/2013,1:00,0
7/9/2013,7:00,0
7/9/2013,13:00,0
7/9/2013,19:00,0.01
7/10/2013,1:00,0
7/10/2013,7:00,0.06
7/10/2013,13:00,0
7/10/2013,19:00,0.01
7/11/2013,1:00,0
7/11/2013,7:00,0
7/11/2013,13:00,0
7/11/2013,19:00,0
7/12/2013,1:00,0
7/12/2013,7:00,3.64
7/12/2013,13:00,1.01
7/12/2013,19:00,0.95
7/13/2013,1:00,0.55
7/13/2013,7:00,0.01
7/13/2013,13:00,0.03
7/13/2013,19:00,0.04
7/14/2013,1:00,0
7/14/2013,7:00,0
7/14/2013,13:00,0.02
7/14/2013,19:00,0
7/15/2013,1:00,0
7/15/2013,7:00,0
7/15/2013,13:00,0
7/15/2013,19:00,0
7/16/2013,1:00,0
7/16/2013,7:00,0
7/16/2013,13:00,0
7/16/2013,19:00,0
7/17/2013,1:00,0
7/17/2013,7:00,0
7/17/2013,13:00,0
7/17/2013,19:00,0
7/18/2013,1:00,0
7/18/2013,7:00,0
7/18/2013,13:00,0
7/18/2013,19:00,0
7/19/2013,1:00,0
7/19/2013,7:00,0
7/19/2013,13:00,0
7/19/2013,19:00,0
7/20/2013,1:00,0
7/20/2013,7:00,0
7/20/2013,13:00,0
7/20/2013,19:00,0
7/21/2013,1:00,0
7/21/2013,7:00,0
7/21/2013,13:00,0
7/21/2013,19:00,0
7/22/2013,1:00,0.04
7/22/2013,7:00,0
7/22/2013,13:00,0
7/22/2013,19:00,0.25
7/23/2013,1:00,0.13
7/23/2013,7:00,0
7/23/2013,13:00,0
7/23/2013,19:00,0.14
7/24/2013,1:00,0
7/24/2013,7:00,0
7/24/2013,13:00,0
7/24/2013,19:00,0.27
7/25/2013,1:00,0
7/25/2013,7:00,0
7/25/2013,13:00,0
7/25/2013,19:00,0
7/26/2013,1:00,0.07
7/26/2013,7:00,0
7/26/2013,13:00,0
7/26/2013,19:00,0
7/27/2013,1:00,0
7/27/2013,7:00,0
7/27/2013,13:00,0
7/27/2013,19:00,0.02
7/28/2013,1:00,0.03
7/28/2013,7:00,0.63
7/28/2013,13:00,0
7/28/2013,19:00,1.05
7/29/2013,1:00,0
7/29/2013,7:00,0
7/29/2013,13:00,0
7/29/2013,19:00,0
7/30/2013,1:00,0
7/30/2013,7:00,0
7/30/2013,13:00,0
7/30/2013,19:00,0
7/31/2013,1:00,0
7/31/2013,7:00,0
7/31/2013,13:00,0
7/31/2013,19:00,0
8/1/2013,1:00,0
8/1/2013,7:00,0.55
8/1/2013,13:00,0.21
8/1/2013,19:00,1.53
8/2/2013,1:00,0
8/2/2013,7:00,0
8/2/2013,13:00,0
8/2/2013,19:00,0
8/3/2013,1:00,0
8/3/2013,7:00,0
8/3/2013,13:00,0
8/3/2013,19:00,0.01
8/4/2013,1:00,0
8/4/2013,7:00,0
8/4/2013,13:00,0
8/4/2013,19:00,0
8/5/2013,1:00,0
8/5/2013,7:00,0
8/5/2013,13:00,0
8/5/2013,19:00,0
8/6/2013,1:00,0
8/6/2013,7:00,0
8/6/2013,13:00,0.51
8/6/2013,19:00,0.6
8/7/2013,1:00,0.25
8/7/2013,7:00,0.01
8/7/2013,13:00,0.41
8/7/2013,19:00,2.1
8/8/2013,1:00,0.59
8/8/2013,7:00,0
8/8/2013,13:00,0
8/8/2013,19:00,0.36
8/9/2013,1:00,0
8/9/2013,7:00,0.01
8/9/2013,13:00,0
8/9/2013,19:00,0.89
8/10/2013,1:00,0
8/10/2013,7:00,0
8/10/2013,13:00,0
8/10/2013,19:00,0
8/11/2013,1:00,0
8/11/2013,7:00,0
8/11/2013,13:00,0
8/11/2013,19:00,0
8/12/2013,1:00,0
8/12/2013,7:00,0
8/12/2013,13:00,0
8/12/2013,19:00,0
8/13/2013,1:00,0
8/13/2013,7:00,0
8/13/2013,13:00,0.26
8/13/2013,19:00,0.01
8/14/2013,1:00,0
8/14/2013,7:00,0
8/14/2013,13:00,0
8/14/2013,19:00,0
8/15/2013,1:00,0
8/15/2013,7:00,0
8/15/2013,13:00,0
8/15/2013,19:00,0
8/16/2013,1:00,0
8/16/2013,7:00,0
8/16/2013,13:00,0
8/16/2013,19:00,0
8/17/2013,1:00,0
8/17/2013,7:00,0
8/17/2013,13:00,0
8/17/2013,19:00,0
8/18/2013,1:00,0
8/18/2013,7:00,0.58
8/18/2013,13:00,0.23
8/18/2013,19:00,0.67
8/19/2013,1:00,0
8/19/2013,7:00,0
8/19/2013,13:00,0
8/19/2013,19:00,0
8/20/2013,1:00,0
8/20/2013,7:00,0
8/20/2013,13:00,0
8/20/2013,19:00,0
8/21/2013,1:00,0
8/21/2013,7:00,0
8/21/2013,13:00,0
8/21/2013,19:00,0
8/22/2013,1:00,0
8/22/2013,7:00,0.01
8/22/2013,13:00,0
8/22/2013,19:00,0
8/23/2013,1:00,0
8/23/2013,7:00,0
8/23/2013,13:00,0
8/23/2013,19:00,0.01
8/24/2013,1:00,0
8/24/2013,7:00,0
8/24/2013,13:00,0
8/24/2013,19:00,0
8/25/2013,1:00,0
8/25/2013,7:00,0
8/25/2013,13:00,0
8/25/2013,19:00,0
8/26/2013,1:00,0
8/26/2013,7:00,0
8/26/2013,13:00,0
8/26/2013,19:00,0
8/27/2013,1:00,0
8/27/2013,7:00,0
8/27/2013,13:00,0.24
8/27/2013,19:00,0
8/28/2013,1:00,0
8/28/2013,7:00,0
8/28/2013,13:00,4.02
8/28/2013,19:00,0.11
8/29/2013,1:00,2.53
8/29/2013,7:00,1.09
8/29/2013,13:00,0
8/29/2013,19:00,0
8/30/2013,1:00,0
8/30/2013,7:00,0
8/30/2013,13:00,0
8/30/2013,19:00,0
8/31/2013,1:00,0
8/31/2013,7:00,0
8/31/2013,13:00,0
8/31/2013,19:00,0
9/1/2013,1:00,0
9/1/2013,7:00,0
9/1/2013,13:00,0
9/1/2013,19:00,0
9/2/2013,1:00,0
9/2/2013,7:00,0
9/2/2013,13:00,0.73
9/2/2013,19:00,0.36
9/3/2013,1:00,0
9/3/2013,7:00,0
9/3/2013,13:00,0
9/3/2013,19:00,0
9/4/2013,1:00,0
9/4/2013,7:00,0
9/4/2013,13:00,0
9/4/2013,19:00,0
9/5/2013,1:00,0
9/5/2013,7:00,0
9/5/2013,13:00,0
9/5/2013,19:00,0
9/6/2013,1:00,0
9/6/2013,7:00,0
9/6/2013,13:00,0
9/6/2013,19:00,0
9/7/2013,1:00,0
9/7/2013,7:00,0
9/7/2013,13:00,0
9/7/2013,19:00,0
9/8/2013,1:00,0
9/8/2013,7:00,0
9/8/2013,13:00,0
9/8/2013,19:00,0
9/9/2013,1:00,0
9/9/2013,7:00,0
9/9/2013,13:00,0
9/9/2013,19:00,0
9/10/2013,1:00,0
9/10/2013,7:00,0
9/10/2013,13:00,0.02
9/10/2013,19:00,0
9/11/2013,1:00,0
9/11/2013,7:00,0
9/11/2013,13:00,0
9/11/2013,19:00,0
9/12/2013,1:00,0
9/12/2013,7:00,0.03
9/12/2013,13:00,0.14
9/12/2013,19:00,0
9/13/2013,1:00,0.19
9/13/2013,7:00,0
9/13/2013,13:00,0
9/13/2013,19:00,0
9/14/2013,1:00,0
9/14/2013,7:00,0
9/14/2013,13:00,0
9/14/2013,19:00,0
9/15/2013,1:00,0
9/15/2013,7:00,0
9/15/2013,13:00,0
9/15/2013,19:00,0
9/16/2013,1:00,0
9/16/2013,7:00,0
9/16/2013,13:00,0.01
9/16/2013,19:00,0
9/17/2013,1:00,0
9/17/2013,7:00,0
9/17/2013,13:00,0
9/17/2013,19:00,0
9/18/2013,1:00,0
9/18/2013,7:00,0
9/18/2013,13:00,0
9/18/2013,19:00,0
9/19/2013,1:00,0
9/19/2013,7:00,0
9/19/2013,13:00,0
9/19/2013,19:00,0
9/20/2013,1:00,0
9/20/2013,7:00,0
9/20/2013,13:00,0
9/20/2013,19:00,0
9/21/2013,1:00,0
9/21/2013,7:00,0
9/21/2013,13:00,0
9/21/2013,19:00,0.23
9/22/2013,1:00,1.85
9/22/2013,7:00,0
9/22/2013,13:00,0
9/22/2013,19:00,0
9/23/2013,1:00,0
9/23/2013,7:00,0
9/23/2013,13:00,0
9/23/2013,19:00,0
9/24/2013,1:00,0
9/24/2013,7:00,0
9/24/2013,13:00,0
9/24/2013,19:00,0
9/25/2013,1:00,0
9/25/2013,7:00,0
9/25/2013,13:00,0
9/25/2013,19:00,0
9/26/2013,1:00,0
9/26/2013,7:00,0
9/26/2013,13:00,0
9/26/2013,19:00,0
9/27/2013,1:00,0
9/27/2013,7:00,0
9/27/2013,13:00,0.01
9/27/2013,19:00,0.01
9/28/2013,1:00,0
9/28/2013,7:00,0
9/28/2013,13:00,0
9/28/2013,19:00,0
9/29/2013,1:00,0
9/29/2013,7:00,0
9/29/2013,13:00,0.01
9/29/2013,19:00,0
9/30/2013,1:00,0
9/30/2013,7:00,0
9/30/2013,13:00,0
9/30/2013,19:00,0
10/1/2013,1:00,0
10/1/2013,7:00,0
10/1/2013,13:00,0
10/1/2013,19:00,0
10/2/2013,1:00,0
10/2/2013,7:00,0
10/2/2013,13:00,0
10/2/2013,19:00,0
10/3/2013,1:00,0
10/3/2013,7:00,0
10/3/2013,13:00,0
10/3/2013,19:00,0
10/4/2013,1:00,0
10/4/2013,7:00,0
10/4/2013,13:00,0
10/4/2013,19:00,0
10/5/2013,1:00,0
10/5/2013,7:00,0
10/5/2013,13:00,0
10/5/2013,19:00,0
10/6/2013,1:00,0
10/6/2013,7:00,0
10/6/2013,13:00,0
10/6/2013,19:00,0
10/7/2013,1:00,0
10/7/2013,7:00,0
10/7/2013,13:00,0.12
10/7/2013,19:00,2.33
10/8/2013,1:00,0
10/8/2013,7:00,0
10/8/2013,13:00,0
10/8/2013,19:00,0
10/9/2013,1:00,0
10/9/2013,7:00,0
10/9/2013,13:00,0
10/9/2013,19:00,0
10/10/2013,1:00,1.43
10/10/2013,7:00,1.5
10/10/2013,13:00,0.91
10/10/2013,19:00,0.45
10/11/2013,1:00,0.18
10/11/2013,7:00,0.44
10/11/2013,13:00,0.4
10/11/2013,19:00,0.87
10/12/2013,1:00,0.18
10/12/2013,7:00,0.09
10/12/2013,13:00,0.12
10/12/2013,19:00,0.16
10/13/2013,1:00,0.18
10/13/2013,7:00,0.18
10/13/2013,13:00,0.27
10/13/2013,19:00,0.43
10/14/2013,1:00,0
10/14/2013,7:00,0
10/14/2013,13:00,0
10/14/2013,19:00,0
10/15/2013,1:00,0
10/15/2013,7:00,0
10/15/2013,13:00,0
10/15/2013,19:00,0
10/16/2013,1:00,0
10/16/2013,7:00,0.01
10/16/2013,13:00,0.04
10/16/2013,19:00,0
10/17/2013,1:00,0
10/17/2013,7:00,0
10/17/2013,13:00,0
10/17/2013,19:00,0
10/18/2013,1:00,0
10/18/2013,7:00,0
10/18/2013,13:00,0
10/18/2013,19:00,0
10/19/2013,1:00,0
10/19/2013,7:00,0
10/19/2013,13:00,0
10/19/2013,19:00,0.03
10/20/2013,1:00,0
10/20/2013,7:00,0
10/20/2013,13:00,0
10/20/2013,19:00,0
10/21/2013,1:00,0
10/21/2013,7:00,0
10/21/2013,13:00,0
10/21/2013,19:00,0
10/22/2013,1:00,0
10/22/2013,7:00,0
10/22/2013,13:00,0
10/22/2013,19:00,0
10/23/2013,1:00,0
10/23/2013,7:00,0
10/23/2013,13:00,0.05
10/23/2013,19:00,0
10/24/2013,1:00,0
10/24/2013,7:00,0
10/24/2013,13:00,0
10/24/2013,19:00,0
10/25/2013,1:00,0
10/25/2013,7:00,0
10/25/2013,13:00,0
10/25/2013,19:00,0
10/26/2013,1:00,0
10/26/2013,7:00,0
10/26/2013,13:00,0
10/26/2013,19:00,0
10/27/2013,1:00,0
10/27/2013,7:00,0
10/27/2013,13:00,0
10/27/2013,19:00,0
10/28/2013,1:00,0
10/28/2013,7:00,0
10/28/2013,13:00,0
10/28/2013,19:00,0
10/29/2013,1:00,0
10/29/2013,7:00,0
10/29/2013,13:00,0
10/29/2013,19:00,0
10/30/2013,1:00,0
10/30/2013,7:00,0
10/30/2013,13:00,0.23
10/30/2013,19:00,0.12
10/31/2013,1:00,0.05
10/31/2013,7:00,0
10/31/2013,13:00,0.01
10/31/2013,19:00,0
11/1/2013,1:00,0.03
11/1/2013,7:00,0.06
11/1/2013,13:00,0.72
11/1/2013,19:00,0
11/2/2013,1:00,0
11/2/2013,7:00,0
11/2/2013,13:00,0
11/2/2013,19:00,0.31
11/3/2013,1:00,0
11/3/2013,7:00,0
11/3/2013,13:00,0
11/3/2013,19:00,0
11/4/2013,1:00,0
11/4/2013,7:00,0
11/4/2013,13:00,0
11/4/2013,19:00,0
11/5/2013,1:00,0
11/5/2013,7:00,0
11/5/2013,13:00,0.03
11/5/2013,19:00,0.02
11/6/2013,1:00,0
11/6/2013,7:00,0.02
11/6/2013,13:00,0
11/6/2013,19:00,0
11/7/2013,1:00,0
11/7/2013,7:00,0
11/7/2013,13:00,0.02
11/7/2013,19:00,0
11/8/2013,1:00,0
11/8/2013,7:00,0
11/8/2013,13:00,0
11/8/2013,19:00,0
11/9/2013,1:00,0
11/9/2013,7:00,0
11/9/2013,13:00,0
11/9/2013,19:00,0
11/10/2013,1:00,0
11/10/2013,7:00,0
11/10/2013,13:00,0
11/10/2013,19:00,0
11/11/2013,1:00,0
11/11/2013,7:00,0
11/11/2013,13:00,0
11/11/2013,19:00,0
11/12/2013,1:00,0
11/12/2013,7:00,0
11/12/2013,13:00,0.16
11/12/2013,19:00,0
11/13/2013,1:00,0
11/13/2013,7:00,0
11/13/2013,13:00,0
11/13/2013,19:00,0
11/14/2013,1:00,0
11/14/2013,7:00,0
11/14/2013,13:00,0
11/14/2013,19:00,0
11/15/2013,1:00,0
11/15/2013,7:00,0
11/15/2013,13:00,0
11/15/2013,19:00,0
11/16/2013,1:00,0
11/16/2013,7:00,0.64
11/16/2013,13:00,0.17
11/16/2013,19:00,0.01
11/17/2013,1:00,0.03
11/17/2013,7:00,0.04
11/17/2013,13:00,0.04
11/17/2013,19:00,0.03
11/18/2013,1:00,0.04
11/18/2013,7:00,0.15
11/18/2013,13:00,0
11/18/2013,19:00,0
11/19/2013,1:00,0
11/19/2013,7:00,0
11/19/2013,13:00,0
11/19/2013,19:00,0
11/20/2013,1:00,0
11/20/2013,7:00,0
11/20/2013,13:00,0
11/20/2013,19:00,0
11/21/2013,1:00,0
11/21/2013,7:00,0
11/21/2013,13:00,0
11/21/2013,19:00,0.01
11/22/2013,1:00,0.03
11/22/2013,7:00,0.17
11/22/2013,13:00,0.05
11/22/2013,19:00,0
11/23/2013,1:00,0.03
11/23/2013,7:00,0
11/23/2013,13:00,0
11/23/2013,19:00,0
11/24/2013,1:00,0
11/24/2013,7:00,0.01
11/24/2013,13:00,0.01
11/24/2013,19:00,0
11/25/2013,1:00,0
11/25/2013,7:00,0
11/25/2013,13:00,0
11/25/2013,19:00,0
11/26/2013,1:00,0
11/26/2013,7:00,0.09
11/26/2013,13:00,0.19
11/26/2013,19:00,0.94
11/27/2013,1:00,3.43
11/27/2013,7:00,0.32
11/27/2013,13:00,1.19
11/27/2013,19:00,0.14
11/28/2013,1:00,0
11/28/2013,7:00,0
11/28/2013,13:00,0
11/28/2013,19:00,0
11/29/2013,1:00,0
11/29/2013,7:00,0
11/29/2013,13:00,0
11/29/2013,19:00,0
11/30/2013,1:00,0
11/30/2013,7:00,0
11/30/2013,13:00,0
11/30/2013,19:00,0
12/1/2013,1:00,0
12/1/2013,7:00,0
12/1/2013,13:00,0
12/1/2013,19:00,0
12/2/2013,1:00,0
12/2/2013,7:00,0
12/2/2013,13:00,0.01
12/2/2013,19:00,0
12/3/2013,1:00,0
12/3/2013,7:00,0
12/3/2013,13:00,0.03
12/3/2013,19:00,0
12/4/2013,1:00,0
12/4/2013,7:00,0
12/4/2013,13:00,0
12/4/2013,19:00,0.08
12/5/2013,1:00,0.05
12/5/2013,7:00,0.08
12/5/2013,13:00,0.04
12/5/2013,19:00,0.08
12/6/2013,1:00,0
12/6/2013,7:00,0.28
12/6/2013,13:00,0.63
12/6/2013,19:00,1.13
12/7/2013,1:00,0.71
12/7/2013,7:00,2.09
12/7/2013,13:00,0
12/7/2013,19:00,0
12/8/2013,1:00,0
12/8/2013,7:00,0
12/8/2013,13:00,0.01
12/8/2013,19:00,0.91
12/9/2013,1:00,0.09
12/9/2013,7:00,0.19
12/9/2013,13:00,0.15
12/9/2013,19:00,0.03
12/10/2013,1:00,0.02
12/10/2013,7:00,0
12/10/2013,13:00,2.88
12/10/2013,19:00,0.04
12/11/2013,1:00,0
12/11/2013,7:00,0
12/11/2013,13:00,0
12/11/2013,19:00,0
12/12/2013,1:00,0
12/12/2013,7:00,0
12/12/2013,13:00,0
12/12/2013,19:00,0
12/13/2013,1:00,0
12/13/2013,7:00,0
12/13/2013,13:00,0
12/13/2013,19:00,0
12/14/2013,1:00,0
12/14/2013,7:00,0
12/14/2013,13:00,0.05
12/14/2013,19:00,0.4
12/15/2013,1:00,4.54
12/15/2013,7:00,0
12/15/2013,13:00,0
12/15/2013,19:00,0
12/16/2013,1:00,0
12/16/2013,7:00,0
12/16/2013,13:00,0
12/16/2013,19:00,0.01
12/17/2013,1:00,0.01
12/17/2013,7:00,0.28
12/17/2013,13:00,0.42
12/17/2013,19:00,0.12
12/18/2013,1:00,0.36
12/18/2013,7:00,0
12/18/2013,13:00,0
12/18/2013,19:00,0.02
12/19/2013,1:00,0
12/19/2013,7:00,0
12/19/2013,13:00,0
12/19/2013,19:00,0
12/20/2013,1:00,0
12/20/2013,7:00,0
12/20/2013,13:00,0
12/20/2013,19:00,0
12/21/2013,1:00,0
12/21/2013,7:00,0
12/21/2013,13:00,0
12/21/2013,19:00,0
12/22/2013,1:00,0
12/22/2013,7:00,0
12/22/2013,13:00,0.15
12/22/2013,19:00,0.65
12/23/2013,1:00,0
